,i
8249,56.801337838742874
8250,16.231031237470443
8251,64.38744044374035
8252,102.5671634460983
8253,38.812225868104555
8254,68.43186490288296
8255,33.891574831357005
8256,63.794653801116915
8257,25.14768959615758
8258,37.67965492328165
8259,49.67159862447945
8260,65.71461078356943
8261,21.36915438548078
8262,31.196796434276525
8263,32.70159860118754
8264,98.26479737012124
8265,32.61462333483647
8266,52.18778462013847
8267,25.50634008815002
8268,43.85527450895247
8269,26.796234806017946
8270,22.50898173089014
8271,67.30992633867922
8272,55.97362613392686
8273,29.6411280871076
8274,18.283835487371704
8275,31.510308159477415
8276,38.56544233298252
8277,47.632361498793955
8278,48.06491733860538
8279,53.00335103818046
8280,22.687667000031357
8281,60.94294611208321
8282,32.807070467886824
8283,53.81142903051608
8284,22.64848240273319
8285,25.210544636967136
8286,155.8651116906319
8287,419.58300095851445
8288,70.08194127867372
8289,89.38818189256281
8290,138.66574553166495
8291,124.48129828780579
8292,113.73406120452681
8293,448.29029802432444
8294,62.21266827048866
8295,51.97853308190891
8296,335.1142651863754
8297,140.81840049927382
8298,154.77396917707605
8299,390.69235546154033
8300,39.68801763751145
8301,228.49740373006532
8302,44.367490355909325
8303,35.05550346376016
8304,39.79231799749077
8305,93.1070546061389
8306,27.009618272448062
8307,35.391686542156094
8308,40.054058576546396
8309,54.86457715665906
8310,108.97189352041451
8311,20.108749035909916
8312,62.611102381332
8313,48.17388024701156
8314,34.02305193633762
8315,71.64646153423999
8316,59.13060609878454
8317,84.1276691537354
8318,116.20814145576576
8319,35.1892703253669
8320,26.64934487453656
8321,38.02677199695321
8322,43.7309511763164
8323,72.12532992796065
8324,52.08776602185492
8325,166.32833141751112
8326,28.10599890151227
8327,39.87468068913001
8328,57.07109594470552
8329,26.251738183514508
8330,42.821725951578834
8331,61.10278253310811
8332,97.56557627277085
8333,30.09096883904451
8334,34.032317457617886
8335,66.75552201292376
8336,38.809294121944305
8337,98.77623059856255
8338,34.75565158194672
8339,26.219982589393364
8340,65.03187337785836
8341,22.401329128778755
8342,53.987641553562796
8343,90.97572396891023
8344,30.57668252714825
8345,141.48194872375993
8346,66.09482136534359
8347,37.88920707162718
8348,26.662690713586688
8349,24.386598510957374
8350,119.85071760731347
8351,28.260421376744837
8352,51.41673265847834
8353,50.09872858430286
8354,71.7050120678155
8355,25.81730481835769
8356,25.21280343614863
8357,35.795365060485835
8358,92.26703898481853
8359,30.088273008096692
8360,24.632839609033272
8361,59.494458379326005
8362,34.21821880052266
8363,77.71504631332941
8364,72.43426280614348
8365,24.058692252378645
8366,34.0411668909186
8367,95.58137508377862
8368,19.401682787550214
8369,35.146765127967974
8370,21.780407089059906
8371,28.797973098494623
8372,34.23282920150887
8373,22.910272596121445
8374,41.488107833673304
8375,38.921745177754005
8376,43.99100099760046
8377,44.21848252439066
8378,47.692814869873416
8379,78.30611322573913
8380,113.45707610718215
8381,27.345394901664697
8382,42.738381154202784
8383,54.91867434358106
8384,54.84116122841429
8385,20.00406978296309
8386,51.886480473037146
8387,36.27144550169871
8388,32.829958854093846
8389,18.572437699691875
8390,53.45978839546432
8391,18.930199705317435
8392,32.39887885734523
8393,24.918179507368524
8394,52.776920338023736
8395,23.78503282839279
8396,25.824381029349194
8397,87.91633258665983
8398,67.04899246374055
8399,38.72484594963521
8400,38.27414256930496
8401,31.17981168246838
8402,55.95543790702407
8403,27.161404493442575
8404,29.765265521413006
8405,104.92027476212057
8406,90.47527054316484
8407,66.10074328930642
8408,41.323572418105215
8409,50.193869707613416
8410,26.72646822186546
8411,44.51441964216131
8412,71.2258061426395
8413,42.197206885723915
8414,28.706650850091723
8415,25.378956923721603
8416,50.84760373656335
8417,27.667842481005128
8418,23.65045284346547
8419,47.68946364592693
8420,95.18291569200218
8421,67.66928454084128
8422,43.95986800061449
8423,59.52979523648888
8424,112.1123657924639
8425,33.52732535878442
8426,51.2085036071032
8427,35.168134866852974
8428,65.92146323448075
8429,65.51968629456934
8430,50.08904840969663
8431,32.11887299778069
8432,26.53815591276859
8433,64.19645264396692
8434,50.505570089230226
8435,61.71130483263698
8436,79.90220982095752
8437,28.80718201428026
8438,66.26374608360938
8439,71.17327314070833
8440,26.924960418861154
8441,85.72141645276561
8442,43.59058971753827
8443,63.04685616793372
8444,61.45166786530806
8445,20.347401527811286
8446,27.227427200378393
8447,26.42863796630176
8448,35.55464490003945
8449,22.5600887350556
8450,125.2063591616487
8451,19.285195387154463
8452,109.78313481491953
8453,47.38132391165869
8454,48.540696235109785
8455,21.348629923656254
8456,60.44236433612298
8457,63.28143069926923
8458,30.510255533556304
8459,20.876761518875863
8460,34.07323545208491
8461,38.02904336289914
8462,57.294205439679395
8463,37.504321466119244
8464,30.236849846588967
8465,76.47556395269989
8466,27.968187362599263
8467,46.11026855697251
8468,24.432309530254816
8469,78.76955312509283
8470,122.30864843192904
8471,71.67768253339645
8472,137.81092383760003
8473,64.21686835056619
8474,48.32730188288757
8475,26.229334743184694
8476,34.23018323436178
8477,102.16685901955648
8478,32.736315595042505
8479,36.15712256227336
8480,25.160062416326237
8481,29.57896785618288
8482,31.405584467998516
8483,35.009715521743196
8484,88.07725747842618
8485,38.58380673336072
8486,35.19675111690797
8487,22.17622646503104
8488,35.33453289573898
8489,37.98317472361028
8490,78.77439647158945
8491,84.69412493174904
8492,80.92339226702829
8493,45.53607613578938
8494,38.36731241663914
8495,45.007206408945926
8496,37.50175203603514
8497,21.571773293325595
8498,31.89295847551707
8499,63.75790537234097
8500,56.8525505066596
8501,52.62776769811107
8502,24.13624591063858
8503,49.57448633281156
8504,185.65880867682515
8505,84.77614513728179
8506,42.8348173353979
8507,42.11818508494183
8508,19.80375207682604
8509,28.449807285926337
8510,50.34885954178076
8511,55.428887076335066
8512,35.68599049058591
8513,80.73680841591703
8514,40.63600681265304
8515,16.34962269105627
8516,28.22980638025442
8517,34.82520326506886
8518,37.86585128459417
8519,25.94830123048546
8520,25.934857364312357
8521,81.04346497053832
8522,34.86670705711472
8523,73.4296268245472
8524,34.654080326428534
8525,53.77211795401858
8526,123.662855772289
8527,28.092917641570626
8528,20.114331271701445
8529,41.575295134329295
8530,46.89861499680747
8531,23.10066405714827
8532,24.490149612722984
8533,66.79223812626081
8534,60.23481889863707
8535,30.326379848420917
8536,88.60553029915714
8537,55.902283537944825
8538,33.77822498250723
8539,77.46792098711309
8540,31.020551833467515
8541,53.46223023018123
8542,25.673165139050173
8543,78.43497804938676
8544,61.65993974549063
8545,109.05290041781805
8546,45.772673120018005
8547,90.24066060954269
8548,20.24873524249881
8549,29.472067094967944
8550,34.5579050874856
8551,22.249392603484775
8552,28.601897776857218
8553,24.184546444535247
8554,29.483252520501146
8555,69.30194700571406
8556,36.854849548044925
8557,22.30907903807277
8558,29.749687291307477
8559,41.612195029965896
8560,40.52785748929395
8561,25.295188291970412
8562,463.6344879280034
8563,19.03153283599666
8564,25.973612819451947
8565,36.621283786052636
8566,42.93411086891324
8567,35.46905294469133
8568,63.44104740580862
8569,39.59400547219833
8570,23.441318669627737
8571,47.82688907294758
8572,60.01269736664481
8573,95.88847278090292
8574,45.156650845503464
8575,32.723781040711074
8576,20.744055225704336
8577,47.57641423965582
8578,18.8637395192862
8579,29.746185926099457
8580,22.33570566924343
8581,41.3113783443364
8582,22.441268789567257
8583,21.89899773011117
8584,44.924264001464906
8585,23.17565876179164
8586,22.07916211046017
8587,78.9188649467921
8588,35.79492488289593
8589,58.08101039667077
8590,30.548763446004042
8591,33.27478190077669
8592,38.222136148077055
8593,90.39853465100612
8594,31.398633662701506
8595,17.68773257330578
8596,27.441062511686354
8597,49.12575617116574
8598,16.213220024500593
8599,16.47466540867208
8600,18.985117211689694
8601,41.62367355094311
8602,49.18257495524873
8603,27.93052800631528
8604,38.02383278357936
8605,30.37260477249382
8606,25.310301348338584
8607,17.78057178957679
8608,22.784524384454233
8609,37.124976031077324
8610,23.021786460677053
8611,22.44694646542607
8612,36.25405431826034
8613,27.86020628135874
8614,43.34318490609983
8615,41.19086546378553
8616,55.7341147557993
8617,33.34605620415012
8618,21.51802825463719
8619,49.16434779580669
8620,47.42620954396155
8621,32.85032390368584
8622,44.89325917002899
8623,39.237269252519724
8624,53.57844006580484
8625,52.07038310641101
8626,40.42887286355639
8627,35.17876280846962
8628,75.41638514124111
8629,23.26380773013227
8630,23.119014269627115
8631,139.46338058772747
8632,45.171884424859705
8633,30.68511018213458
8634,48.462819211872926
8635,16.5491262321627
8636,45.60436278968371
8637,103.21896611710356
8638,42.688632141213056
8639,23.767949329895036
8640,60.6563787018342
8641,39.16771227800584
8642,34.50494673899713
8643,13.947930649207933
8644,81.90868804607663
8645,30.00656142993171
8646,49.33210212376912
8647,39.05619722123006
8648,102.7603212221268
8649,29.611826298183185
8650,22.277082879712943
8651,37.595485265310195
8652,13.765558517776048
8653,33.63770586571097
8654,47.44604270454449
8655,60.060896524815924
8656,50.35045165801855
8657,41.28569546706184
8658,35.22724714907376
8659,29.09443036882347
8660,81.57195608483956
8661,65.69660413897259
8662,25.570945043810966
8663,30.898071917050096
8664,19.085771960785898
8665,56.3578385915066
8666,27.637578122729145
8667,25.03915878169576
8668,52.65865603997964
8669,29.000792422361013
8670,21.077747711512533
8671,41.67086376583814
8672,18.12527694828718
8673,90.73041187291804
8674,19.256758065090764
8675,29.3388425447211
8676,22.20862396320814
8677,36.75850693804292
8678,63.08020268813352
8679,83.21137375681249
8680,109.6351184704351
8681,49.807648013644894
8682,34.04481496211964
8683,29.368751276882385
8684,31.546198752523452
8685,33.946096319043995
8686,30.843189697801378
8687,26.31471759899743
8688,22.179771899943425
8689,96.41531174382274
8690,44.61494170701083
8691,17.256384631995797
8692,26.325999632482002
8693,21.55980152914224
8694,30.661077724588402
8695,14.273993179759705
8696,46.30541257970377
8697,48.010823538411806
8698,26.730130671766304
8699,26.791386640135407
8700,25.60740220128505
8701,38.620358235490684
8702,46.0591027973955
8703,15.442361976752334
8704,58.0508165304697
8705,22.546459427572433
8706,126.65070706198186
8707,105.022436035555
8708,36.77614010898312
8709,55.16524369866043
8710,32.72717294632756
8711,70.93747831968312
8712,21.126755580683295
8713,68.45230476259873
8714,74.68531424970605
8715,37.91710648988052
8716,13.105087488544704
8717,62.093982256831175
8718,27.18083157942209
8719,25.33703798867073
8720,30.145412823284786
8721,38.07068683064894
8722,43.41367388558261
8723,16.060340326161903
8724,91.86996844086342
8725,45.15236732700303
8726,43.554766396564766
8727,49.05185199942427
8728,39.11380455439783
8729,37.62131782121221
8730,56.03954650108161
8731,66.00791145062479
8732,17.09243745184591
8733,31.667409058591343
8734,87.55720999592708
8735,42.6203685855308
8736,21.608108080289043
8737,30.56492118993052
8738,23.829825566044256
8739,59.58022315829643
8740,49.00508345219538
8741,87.14473089027818
8742,53.632776579140945
8743,169.9100862905715
8744,61.84674929020254
8745,65.23680595642993
8746,805.2603648812112
8747,141.48915674165158
8748,323.090192223303
8749,53.45274526632802
8750,125.54356221709081
8751,54.55289766382687
8752,118.15882666776923
8753,912.9785087566072
8754,51.91146177477562
8755,152.60114192789698
8756,97.4629636664808
8757,921.4652387553033
8758,43.61241963482926
8759,42.571355231252376
8760,107.2429363423609
8761,49.09314528330581
8762,136.57646515746754
8763,74.99019264673366
8764,43.86544523326255
8765,63.52792559562287
8766,123.02040602169961
8767,39.29894055695735
8768,193.21276288701515
8769,192.74120155377244
8770,110.85659867914684
8771,40.45714979649529
8772,147.35439081898707
8773,98.96381383273021
8774,99.94992070440965
8775,206.441908466719
8776,37.45540078584671
8777,139.48200182504556
8778,40.92291833465096
8779,146.3837616549511
8780,63.19033809119969
8781,33.684894724101596
8782,68.87242794700286
8783,38.593026111436
8784,38.75254374088856
8785,101.90139477840766
8786,66.59119251147092
8787,44.58383706807625
8788,42.455295493831635
8789,31.49287609557738
8790,63.13119822427638
8791,115.47857538806373
8792,40.18868009014471
8793,46.2694714940766
8794,36.95469050194556
8795,28.573071167704807
8796,195.46942733828527
8797,74.65763572469905
8798,114.41441031544733
8799,47.35910502125382
8800,90.673846379068
8801,54.06717757221631
8802,30.881249802511277
8803,111.51816774054691
8804,156.9631194313673
8805,100.20730846091271
8806,112.92972531298608
8807,55.01224060598866
8808,51.47068525200511
8809,241.99761141591887
8810,161.08545148110892
8811,3742.2647144013167
8812,95.71663902465397
8813,63.16636479243865
8814,29.113398784736237
8815,97.13017477781625
8816,88.27506721784279
8817,58.29055478462144
8818,58.48729104792509
8819,26.971496455474387
8820,69.02965276114945
8821,372.423591657183
8822,192.0662123647369
8823,124.36435923189885
8824,125.61150892572775
8825,58.17546748742355
8826,135.49771128204526
8827,58.238046765222784
8828,45.663605992491604
8829,68.46180536329548
8830,112.9323043783292
8831,82.85764085107678
8832,30.587534896222113
8833,77.30546347727524
8834,75.29300879475194
8835,27.18159558158517
8836,91.96556161577828
8837,54.701451951594684
8838,34.88300376221804
8839,24.889917162965304
8840,23.99027863120973
8841,64.36651820844193
8842,53.44945879028861
8843,28.10387586804775
8844,41.20917695513052
8845,30.898397596743877
8846,64.1261189597363
8847,81.19180954366867
8848,98.96868183641789
8849,37.83566315786909
8850,26.785880564347426
8851,49.548975781759935
8852,66.43882134070414
8853,60.426757730113756
8854,65.82425758821812
8855,79.1378023702108
8856,45.747752692878095
8857,37.648160180559046
8858,98.64184141719328
8859,133.91435431264958
8860,17.222374602318414
8861,35.269849678451656
8862,43.48779159543442
8863,45.0587075876254
8864,58.447028263246615
8865,82.99982805417879
8866,36.405439089394164
8867,46.58273561563196
8868,56.22838905801037
8869,30.197886307537022
8870,51.68152382997473
8871,41.81914663356539
8872,93.94630053587628
8873,106.48581563926481
8874,23.476224209262757
8875,73.43052980384577
8876,53.296720159606686
8877,60.380386373658986
8878,33.83922147444303
8879,19.250771265993578
8880,122.83339358041987
8881,25.69671860491991
8882,22.828555807829975
8883,27.780201774386576
8884,99.82831411196281
8885,36.59228072495
8886,39.70245256084241
8887,38.20810519155376
8888,39.56577576541371
8889,64.53703430086713
8890,41.55156498383407
8891,27.795236980035558
8892,39.79280733185006
8893,25.714555991146533
8894,29.159823793851544
8895,42.25380540891351
8896,28.73132167668561
8897,57.75745061307165
8898,39.80378398360736
8899,71.75579456617413
8900,32.52782225072589
8901,29.907833646521368
8902,156.7167992968613
8903,67.30342314652601
8904,36.56760442789393
8905,27.697702059408858
8906,26.78141065148875
8907,73.509389796662
8908,29.22752060726086
8909,38.15216689887379
8910,29.75219598544845
8911,28.682202754866147
8912,31.45627251520732
8913,85.47810836440944
8914,97.54089827401016
8915,32.91051201139925
8916,25.30634441134849
8917,41.111561498704646
8918,146.6841719229992
8919,43.77122527950821
8920,26.195121168626358
8921,55.22293565463971
8922,97.34575096739266
8923,50.013782933973815
8924,49.342589501565215
8925,65.79466151829783
8926,43.67797500238851
8927,41.52281490238538
8928,49.38213221836828
8929,40.73929150835408
8930,54.43706062156168
8931,49.941701158494425
8932,42.6061451637968
8933,27.1264516611703
8934,38.25034791161517
8935,34.36991677500888
8936,140.60309699091553
8937,74.94317701561917
8938,25.27613204683203
8939,93.32435753612103
8940,54.210218775389464
8941,40.616380234827325
8942,34.85347924396569
8943,64.46360952938585
8944,27.87959443027522
8945,40.67314481248024
8946,93.21310458158489
8947,104.26688679262386
8948,55.91711451836481
8949,49.24655301465042
8950,58.837674694945015
8951,71.45841663889068
8952,38.33315526015116
8953,42.48275077132157
8954,36.20167639597223
8955,67.38919751269229
8956,58.75390772963939
8957,41.806806321991516
8958,151.7089112440991
8959,54.309446908915845
8960,26.733746659453004
8961,69.3991676597177
8962,26.727219452727304
8963,27.893262363607732
8964,34.39848780067642
8965,34.136983473769426
8966,30.548012130946216
8967,49.68067446618586
8968,49.921175566558645
8969,48.700076821393225
8970,34.91985256589128
8971,24.041454433545088
8972,63.79555036881119
8973,112.12595626921492
8974,36.227251290850184
8975,24.31105899656932
8976,29.580474802697598
8977,33.42998980814707
8978,57.94292033245739
8979,35.10838165621774
8980,44.782589817918335
8981,27.999010498922903
8982,155.56338794061315
8983,62.58031247717729
8984,45.79036681943745
8985,68.29987440636208
8986,44.18315221534018
8987,113.88060921657726
8988,30.548012130946216
8989,53.050580225121344
8990,1178.6299023186696
8991,44.8190293332119
8992,48.10242209214345
8993,24.74299943762245
8994,49.20755108357333
8995,82.71933004388154
8996,25.517723816457043
8997,29.63909736629312
8998,18.127442284138343
8999,46.67046171929443
9000,73.28748172146629
9001,103.75928269598599
9002,76.1877977463583
9003,27.36269425220761
9004,35.57957518363774
9005,70.63852784908993
9006,27.699891731997713
9007,38.301719853922286
9008,43.89119078409713
9009,36.782148944741586
9010,53.840269111838424
9011,42.15719608434365
9012,108.87373184876772
9013,35.93290198494451
9014,33.21311073920167
9015,52.830815228294846
9016,29.53400267383464
9017,71.23631739506452
9018,36.22222395265732
9019,97.67945006305439
9020,31.24116474856802
9021,56.13058495454707
9022,223.4065018826123
9023,66.99812770594129
9024,53.28529875443487
9025,39.31509871045083
9026,139.75155281377917
9027,55.87773758169678
9028,23.958480614862896
9029,36.768194446753746
9030,89.92763491562782
9031,27.084691339204337
9032,92.95702364563438
9033,67.98122094382808
9034,20.86458900342459
9035,30.231644723573773
9036,35.442332172347655
9037,34.00829209244586
9038,40.99530426409507
9039,58.08856131675831
9040,70.43939156391583
9041,49.954248730100794
9042,62.946258857140116
9043,49.50434215987822
9044,33.24118729895139
9045,74.876983723349
9046,100.67807885570102
9047,62.08154809142912
9048,36.614529358116165
9049,43.96125808611576
9050,35.19718393863115
9051,64.29893499077899
9052,38.80677163390389
9053,43.8629023310734
9054,42.65190161292661
9055,37.125106468648184
9056,57.779777099613106
9057,30.07141632883766
9058,55.98080473654136
9059,46.31029361175309
9060,42.775712171361434
9061,36.82928448730893
9062,24.286514272298056
9063,100.8947939207523
9064,35.06129275880483
9065,36.7124293756236
9066,41.57646373784756
9067,78.47122501206573
9068,26.63277723914674
9069,126.80365098097276
9070,76.48711868022552
9071,72.69610161737764
9072,98.40593326456612
9073,31.937811916736685
9074,82.09552835145793
9075,29.623897414768603
9076,61.8165524575765
9077,64.66038994751791
9078,23.627322187081894
9079,23.700071024542627
9080,43.07039118185885
9081,27.557922450872134
9082,45.80267601529523
9083,49.40156831594414
9084,58.569854752371306
9085,25.444446077865447
9086,50.79483966445219
9087,52.18686782815083
9088,132.13368075891773
9089,65.20896321259798
9090,55.76398529503128
9091,140.66510818912658
9092,570.312069371779
9093,103.78097596891322
9094,517.6411844972504
9095,242.26048145306808
9096,57.796527628060645
9097,32.68098127917623
9098,83.29664045087178
9099,36.58482467204448
9100,53.695185488112436
9101,75.66919462213144
9102,93.11801405493782
9103,49.07520990211944
9104,57.51970282374958
9105,99.53150121273559
9106,26.184125214814074
9107,144.2737128967061
9108,30.127200966700315
9109,46.084597617897295
9110,61.50977466537485
9111,48.78664779210886
9112,31.09005599247936
9113,105.85707580414191
9114,28.73985292418732
9115,81.14475451480915
9116,35.10887506810911
9117,41.27547029337551
9118,52.08785752623346
9119,78.85206905144774
9120,51.61193430334652
9121,25.081862659038883
9122,53.708204344601576
9123,40.953123545863505
9124,76.71372848885663
9125,101.79833512768546
9126,57.22499964230107
9127,20.013525163734016
9128,33.80832342102069
9129,80.70759610059524
9130,49.5971346802763
9131,32.77636631531821
9132,102.80943506127203
9133,26.17630663444593
9134,75.1364322150688
9135,29.8688743053329
9136,142.95298243880717
9137,42.08098434904782
9138,31.449531484380245
9139,65.19590528001237
9140,129.1799955315938
9141,85.06227283109396
9142,120.04394361973868
9143,36.04930234366848
9144,22.138858582935743
9145,51.25998639957853
9146,121.04983912473517
9147,44.23440980610139
9148,74.44730000130129
9149,51.91474488341936
9150,84.48118421744077
9151,34.662360719045026
9152,60.63379281057727
9153,91.13520418735679
9154,66.26595786701562
9155,119.63258045793341
9156,35.76864980241411
9157,37.475409066313865
9158,32.7942783779303
9159,33.15778597598475
9160,93.93045816931522
9161,63.82996567540132
9162,28.172535930781077
9163,39.18512437207831
9164,29.86866441952033
9165,30.285119543821054
9166,73.77070865144697
9167,49.64961403735562
9168,27.058296991247133
9169,33.92892600530711
9170,24.508053578225784
9171,77.93201313766721
9172,105.39763229647554
9173,74.92395782807598
9174,31.13197541108989
9175,69.94541649346347
9176,45.797526668102755
9177,40.65264329844215
9178,94.89958122047106
9179,134.3158239179631
9180,28.84916538911303
9181,52.251908305452844
9182,46.935127239383306
9183,60.30300328374778
9184,51.31323365139921
9185,65.14095318841181
9186,59.297563444818714
9187,92.69203845885686
9188,38.10635058195055
9189,69.69862754454121
9190,72.21636147920661
9191,34.50937198920838
9192,83.34084382284443
9193,33.904139772536716
9194,61.01343264229526
9195,98.39158585560561
9196,139.55160845634526
9197,49.453580110876445
9198,70.02385496134114
9199,23.043636114142007
9200,64.3241291271384
9201,30.380716052129355
9202,89.04291076996061
9203,37.73735323912484
9204,28.429822821968777
9205,95.03388030679464
9206,28.06337148802324
9207,27.29447346250837
9208,58.25902382558665
9209,52.57186338479151
9210,101.57486132649377
9211,77.40833629483258
9212,40.01607987841788
9213,57.83329428809889
9214,37.44895302526079
9215,22.353291154794526
9216,42.00188505027879
9217,88.62312120248154
9218,39.69743112256469
9219,33.998734477420975
9220,22.996402178520658
9221,33.1408397391208
9222,47.05987844590704
9223,36.809750505086
9224,28.902936536264907
9225,22.826390311954835
9226,23.17956758208863
9227,32.48573533255957
9228,72.1316654536052
9229,61.60645285199547
9230,54.120393437607696
9231,28.819228886090702
9232,45.998861634744244
9233,24.645565251835485
9234,31.285651124291675
9235,26.549207260930427
9236,18.539188147285724
9237,100.56353586479298
9238,107.39847672323245
9239,29.87863562459032
9240,48.57678013778176
9241,39.149757711838525
9242,51.27574759147203
9243,36.071410941180574
9244,22.30672769625903
9245,78.8062315866561
9246,69.74051524932061
9247,79.85590218463071
9248,33.15889273262233
9249,65.90710480350211
9250,31.456383035946278
9251,113.36941192407119
9252,58.75566240963785
9253,70.94657603234776
9254,107.04548965723367
9255,23.818650861774763
9256,33.04230428038551
9257,79.94082003019896
9258,121.2954887343349
9259,83.55017634970321
9260,23.330764438532533
9261,69.7624489660296
9262,56.366155681892984
9263,39.355937990919465
9264,41.57566031940028
9265,40.69937609871971
9266,102.03466793090254
9267,22.385514745484755
9268,35.041342198032574
9269,112.4253639199683
9270,51.63941413812123
9271,32.797908058641845
9272,30.99642001621255
9273,154.1284770877451
9274,39.74837236453479
9275,26.521657402461823
9276,50.347532816706284
9277,39.515346208672554
9278,113.85760489042852
9279,34.711230933275694
9280,55.319644141928336
9281,30.19979615438335
9282,80.96775859244254
9283,32.53799524162991
9284,26.13178528522544
9285,59.62639898892377
9286,19.557350147616184
9287,48.9894177863779
9288,38.45111600370897
9289,87.99946355669981
9290,37.74922181239728
9291,23.141403382256087
9292,30.516151924288867
9293,70.90147279771504
9294,36.86372056143138
9295,148.56825027507182
9296,26.344597795334828
9297,52.872781843733335
9298,37.69561083626655
9299,43.60912529803385
9300,156.54482524004442
9301,34.072337600251636
9302,51.76548250373252
9303,61.371294612373696
9304,54.63086708382434
9305,56.04791508018387
9306,43.152639825710594
9307,53.57749884392851
9308,58.444564095418144
9309,76.79854286374321
9310,87.652011100049
9311,25.964671133137557
9312,65.95621431412329
9313,23.337282110678014
9314,33.744062819405514
9315,25.72020331234967
9316,24.387198288729884
9317,62.09605485984109
9318,47.821092108126514
9319,86.02357880890867
9320,53.84272832543113
9321,24.531615493527273
9322,58.972924150987865
9323,78.35647744908886
9324,54.01154699638113
9325,41.487816300583184
9326,44.40523024608838
9327,38.60055238358554
9328,69.77838280502704
9329,124.53116740688189
9330,64.08321272913385
9331,88.31477553157687
9332,26.696999083510725
9333,115.29917933092096
9334,81.81478064151987
9335,83.8178822360831
9336,21.953347208417707
9337,35.29079827894646
9338,56.840966215765626
9339,40.45842912011278
9340,30.95218178570876
9341,34.28253919829827
9342,48.34861602148195
9343,62.30454052012021
9344,23.315563614791376
9345,37.67482313726824
9346,71.1470211712857
9347,98.7307779116388
9348,32.06835660653411
9349,18.640720330688737
9350,51.307554915605685
9351,53.4307766667062
9352,31.640328258382276
9353,60.24413146998833
9354,61.319889362111624
9355,50.93289186828384
9356,116.51763091788933
9357,115.6296056445293
9358,2828.1280397346927
9359,198.70033147197978
9360,122.80383452717939
9361,221.4356502283872
9362,35.78536807571762
9363,277.32221696955315
9364,137.88623657582923
9365,720.9568706325997
9366,87.78808199223161
9367,77.2614751577988
9368,177.57877917772495
9369,117.59557348861473
9370,102.99888735136118
9371,83.51422412570388
9372,333.56953886374674
9373,51.23486857479337
9374,120.27064807801968
9375,77.74727279585632
9376,37.838920188815315
9377,145.34494991418555
9378,68.66608594745095
9379,134.33517378905745
9380,143.74775058428887
9381,446.5634371896414
9382,309.6757365709369
9383,90.2941006146339
9384,301.4949082211383
9385,406.2708446549671
9386,80.35222516159598
9387,116.79018739218449
9388,188.5608606633793
9389,91.79962890331687
9390,108.73859349800897
9391,224.51678959256142
9392,118.18124673378294
9393,111.35255296996696
9394,368.2824931433946
9395,181.14040463526703
9396,1801.2497240729624
9397,160.8196659087316
9398,21.139303861054547
9399,38.10661835362736
9400,71.60103914156704
9401,143.99796926169748
9402,56.25931515735258
9403,88.74635534987132
9404,523.0618593436135
9405,95.80680910909999
9406,157.28966175967184
9407,190.64091276461332
9408,104.03123172056732
9409,140.94363059837525
9410,85.95605447852425
9411,59.354467544003505
9412,270.79505553436474
9413,109.46056970051349
9414,69.57274865869384
9415,146.47636752207293
9416,70.89200725281395
9417,26.953734162469413
9418,24.81543408493845
9419,44.70202454444433
9420,24.78759308939939
9421,35.62441865445175
9422,72.39813348394945
9423,46.363611689488714
9424,22.20238250075846
9425,43.712978147004485
9426,41.61109852166257
9427,45.2793793590308
9428,54.46681010717858
9429,28.595014917118924
9430,84.81100169947662
9431,101.26947531278985
9432,19.314556877257303
9433,149.165559797976
9434,36.29706968538653
9435,16.292394127797746
9436,29.463525531684795
9437,40.09756731948112
9438,37.33780531643395
9439,44.885057910318054
9440,16.89552342021572
9441,41.377109202570324
9442,33.20896839120861
9443,27.659775225306483
9444,65.3202907871282
9445,53.38686655044492
9446,41.48402655682573
9447,27.2086359789849
9448,16.3983500948892
9449,28.888215610993566
9450,25.738011785639483
9451,17.45210766635783
9452,56.153466313777365
9453,50.12091203697795
9454,100.97015126503494
9455,28.920763966719228
9456,276.0783186063565
9457,17.75117207641608
9458,31.842573645032587
9459,69.7367173733082
9460,51.1827816040755
9461,34.45757758791421
9462,18.63561253468992
9463,80.87762943566985
9464,86.30466774673316
9465,35.459894607804486
9466,27.37322337715729
9467,57.53344682497768
9468,28.322248552800403
9469,37.313478406829596
9470,25.761896283317643
9471,24.093585908630843
9472,14.1371637321835
9473,16.4758231128903
9474,35.33478118997285
9475,19.01809738521557
9476,24.096252594051897
9477,73.85849695710095
9478,62.729785011665975
9479,39.33748250675799
9480,53.43312330846629
9481,80.18470503063712
9482,23.37084206969923
9483,29.513982486455163
9484,39.8301542972534
9485,24.397996811455183
9486,44.55838971623276
9487,17.764399047563177
9488,45.860887777133975
9489,30.592532578765574
9490,18.094766875576234
9491,44.65446097609766
9492,47.4146301466607
9493,26.26110166390374
9494,43.86875893307405
9495,63.184343913660086
9496,24.745607585709756
9497,16.611224799204887
9498,29.242928152035212
9499,16.689205109372693
9500,27.139130569519672
9501,23.258618035102444
9502,18.120087563911614
9503,28.1051101703141
9504,34.78533766335
9505,65.61724906563498
9506,23.045174463106505
9507,29.16018237823168
9508,114.47693701720493
9509,33.95044989683803
9510,45.30308961130281
9511,38.66638499676304
9512,26.378682217931296
9513,110.017709550926
9514,17.732159982294522
9515,26.82355154179314
9516,30.0398948735856
9517,22.961524316756744
9518,54.94675645830737
9519,26.11888872249809
9520,40.92687251096114
9521,21.277379274601696
